CARRIER,DEST,ORIGIN,DAY_WEEK,FLIGHT_STATUS,UPDATED_CRS_DEP_TIME,UPDATED_DEP_TIME,DELAY_IN_MINS
MQ,LGA,DCA,4,delayed,7:00,6:50,-10
MQ,LGA,DCA,4,ontime,8:00,7:49,-11
MQ,LGA,DCA,4,ontime,9:00,8:55,-5
MQ,LGA,DCA,4,ontime,13:00,12:57,-3
MQ,LGA,DCA,4,delayed,14:00,14:28,28
MQ,LGA,DCA,4,delayed,15:00,15:27,27
MQ,LGA,DCA,4,ontime,17:00,16:54,-6
MQ,LGA,DCA,4,ontime,19:00,19:02,2
UA,LGA,IAD,4,ontime,8:50,8:48,-2
US,LGA,DCA,4,ontime,6:30,6:32,2
US,LGA,DCA,4,delayed,7:00,6:57,-3
US,LGA,DCA,4,ontime,8:00,7:55,-5
US,LGA,DCA,4,ontime,9:00,8:58,-2
US,LGA,DCA,4,ontime,10:00,9:58,-2
US,LGA,DCA,4,ontime,11:00,10:58,-2
US,LGA,DCA,4,ontime,12:00,11:55,-5
US,LGA,DCA,4,ontime,13:00,12:56,-4
US,LGA,DCA,4,ontime,14:00,13:56,-4
US,LGA,DCA,4,ontime,15:00,14:57,-3
US,LGA,DCA,4,ontime,16:00,15:56,-4
US,LGA,DCA,4,ontime,17:00,16:59,-1
US,LGA,DCA,4,ontime,18:00,17:58,-2
US,LGA,DCA,4,ontime,19:00,18:57,-3
US,LGA,DCA,4,ontime,20:00,20:01,1
US,LGA,DCA,4,ontime,21:00,20:55,-5
RU,EWR,BWI,4,ontime,17:20,17:18,-2
RU,EWR,BWI,4,ontime,7:00,6:59,-1
RU,EWR,BWI,4,ontime,10:30,10:30,0
RU,EWR,BWI,4,ontime,14:55,14:51,-4
CO,EWR,DCA,4,ontime,13:00,12:55,-5
CO,EWR,DCA,4,ontime,17:30,17:28,-2
CO,EWR,DCA,4,ontime,7:35,7:32,-3
CO,EWR,DCA,4,ontime,19:00,18:52,-8
DH,EWR,IAD,4,delayed,8:40,9:13,33
DH,EWR,IAD,4,ontime,17:10,16:59,-11
DH,EWR,IAD,4,ontime,12:45,12:37,-8
DH,EWR,IAD,4,delayed,21:20,22:11,51
DH,EWR,IAD,4,ontime,6:30,6:27,-3
DH,EWR,IAD,4,ontime,14:30,14:27,-3
RU,EWR,DCA,4,ontime,21:00,20:57,-3
RU,EWR,DCA,4,ontime,16:30,16:33,3
RU,EWR,IAD,4,ontime,15:00,14:52,-8
RU,EWR,DCA,4,ontime,6:45,6:40,-5
RU,EWR,IAD,4,ontime,7:00,6:54,-6
RU,EWR,IAD,4,ontime,19:00,18:55,-5
RU,EWR,DCA,4,delayed,13:59,14:05,6
RU,EWR,IAD,4,ontime,13:00,12:59,-1
RU,EWR,DCA,4,delayed,15:25,16:20,55
RU,EWR,DCA,4,ontime,9:00,8:57,-3
RU,EWR,IAD,4,ontime,17:00,16:59,-1
OH,JFK,BWI,5,ontime,14:55,14:55,0
DH,JFK,DCA,5,ontime,16:40,16:40,0
DH,LGA,IAD,5,ontime,12:45,12:37,-8
DH,LGA,IAD,5,delayed,14:55,15:28,33
DH,LGA,IAD,5,ontime,17:15,17:09,-6
DH,LGA,IAD,5,ontime,21:20,21:27,7
DH,LGA,IAD,5,ontime,6:40,6:32,-8
DH,LGA,IAD,5,ontime,10:40,10:30,-10
DH,JFK,IAD,5,ontime,8:40,8:31,-9
DH,JFK,IAD,5,ontime,12:40,12:41,1
DH,JFK,IAD,5,ontime,14:55,14:59,4
DH,JFK,IAD,5,ontime,16:45,16:41,-4
DH,JFK,IAD,5,ontime,17:15,17:14,-1
DH,JFK,IAD,5,delayed,21:20,22:14,54
DH,JFK,IAD,5,ontime,16:10,16:09,-1
DL,JFK,DCA,5,delayed,14:55,15:10,15
DL,LGA,DCA,5,ontime,6:30,6:30,0
DL,LGA,DCA,5,ontime,7:30,7:30,0
DL,LGA,DCA,5,ontime,8:30,8:30,0
DL,LGA,DCA,5,ontime,9:30,9:31,1
DL,LGA,DCA,5,ontime,10:30,10:31,1
DL,LGA,DCA,5,ontime,11:30,11:31,1
DL,LGA,DCA,5,ontime,12:30,12:31,1
DL,LGA,DCA,5,ontime,13:30,13:31,1
DL,LGA,DCA,5,ontime,14:30,14:32,2
DL,LGA,DCA,5,ontime,15:30,15:31,1
DL,LGA,DCA,5,ontime,16:30,16:32,2
DL,LGA,DCA,5,ontime,17:30,17:30,0
DL,LGA,DCA,5,ontime,18:30,18:30,0
DL,LGA,DCA,5,ontime,19:30,19:27,-3
DL,LGA,DCA,5,ontime,20:30,20:31,1
MQ,JFK,DCA,5,ontime,15:30,15:23,-7
MQ,JFK,DCA,5,ontime,18:30,18:43,13
MQ,LGA,DCA,5,ontime,7:00,7:03,3
MQ,LGA,DCA,5,delayed,8:00,8:27,27
MQ,LGA,DCA,5,ontime,9:00,8:50,-10
MQ,LGA,DCA,5,ontime,11:00,10:56,-4
MQ,LGA,DCA,5,ontime,13:00,12:51,-9
MQ,LGA,DCA,5,ontime,14:00,13:58,-2
MQ,LGA,DCA,5,ontime,15:00,14:58,-2
MQ,LGA,DCA,5,delayed,16:00,17:03,63
MQ,LGA,DCA,5,ontime,17:00,16:56,-4
UA,LGA,IAD,5,ontime,8:50,8:49,-1
US,LGA,DCA,5,ontime,6:30,6:38,8
US,LGA,DCA,5,ontime,7:00,6:56,-4
US,LGA,DCA,5,ontime,8:00,7:54,-6
US,LGA,DCA,5,ontime,9:00,8:58,-2
US,LGA,DCA,5,ontime,10:00,9:57,-3
US,LGA,DCA,5,ontime,11:00,10:57,-3
US,LGA,DCA,5,ontime,12:00,11:55,-5
US,LGA,DCA,5,ontime,13:00,12:56,-4
US,LGA,DCA,5,ontime,14:00,13:56,-4
US,LGA,DCA,5,ontime,15:00,14:59,-1
US,LGA,DCA,5,ontime,16:00,15:56,-4
US,LGA,DCA,5,delayed,17:00,16:56,-4
US,LGA,DCA,5,ontime,18:00,17:58,-2
US,LGA,DCA,5,ontime,19:00,18:56,-4
US,LGA,DCA,5,ontime,20:00,20:04,4
US,LGA,DCA,5,ontime,21:00,20:57,-3
RU,EWR,BWI,5,delayed,17:20,17:48,28
RU,EWR,BWI,5,ontime,7:00,7:00,0
RU,EWR,BWI,5,delayed,14:55,15:13,18
RU,EWR,BWI,5,ontime,10:30,10:37,7
CO,EWR,DCA,5,ontime,17:30,17:28,-2
CO,EWR,DCA,5,ontime,13:00,12:57,-3
CO,EWR,DCA,5,ontime,19:00,18:51,-9
CO,EWR,DCA,5,ontime,7:35,7:27,-8
DH,EWR,IAD,5,ontime,8:40,8:32,-8
DH,EWR,IAD,5,ontime,17:10,17:15,5
DH,EWR,IAD,5,delayed,12:45,12:42,-3
DH,EWR,IAD,5,ontime,21:20,21:16,-4
DH,EWR,IAD,5,ontime,6:30,6:23,-7
DH,EWR,IAD,5,ontime,14:30,14:26,-4
RU,EWR,IAD,5,ontime,13:00,12:55,-5
RU,EWR,DCA,5,ontime,21:00,20:56,-4
RU,EWR,IAD,5,delayed,17:00,16:57,-3
RU,EWR,IAD,5,delayed,19:00,18:56,-4
RU,EWR,DCA,5,ontime,6:45,6:43,-2
RU,EWR,DCA,5,delayed,13:59,13:59,0
RU,EWR,DCA,5,delayed,15:25,16:01,36
RU,EWR,DCA,5,ontime,16:30,16:30,0
RU,EWR,DCA,5,ontime,9:00,8:58,-2
RU,EWR,IAD,5,delayed,15:00,14:56,-4
RU,EWR,IAD,5,delayed,7:00,6:59,-1
OH,JFK,BWI,6,ontime,14:55,15:05,10
DH,JFK,DCA,6,ontime,16:40,16:33,-7
DH,LGA,IAD,6,ontime,12:45,12:43,-2
DH,LGA,IAD,6,ontime,17:15,17:11,-4
DH,LGA,IAD,6,ontime,21:20,21:17,-3
DH,JFK,IAD,6,delayed,8:40,9:31,51
DH,JFK,IAD,6,ontime,12:40,12:38,-2
DH,JFK,IAD,6,ontime,16:45,16:39,-6
DH,JFK,IAD,6,ontime,17:15,17:06,-9
DH,JFK,IAD,6,ontime,21:20,21:15,-5
DH,JFK,IAD,6,ontime,18:00,17:50,-10
DL,JFK,DCA,6,ontime,14:55,15:00,5
DL,LGA,DCA,6,ontime,7:30,7:27,-3
DL,LGA,DCA,6,delayed,8:30,8:40,10
DL,LGA,DCA,6,ontime,10:30,10:30,0
DL,LGA,DCA,6,ontime,12:30,12:31,1
DL,LGA,DCA,6,ontime,14:30,14:29,-1
DL,LGA,DCA,6,ontime,16:30,16:29,-1
DL,LGA,DCA,6,ontime,18:30,18:29,-1
DL,LGA,DCA,6,ontime,20:30,20:26,-4
MQ,JFK,DCA,6,ontime,15:20,15:14,-6
MQ,JFK,DCA,6,ontime,6:00,6:13,13
MQ,JFK,DCA,6,ontime,18:30,18:19,-11
MQ,LGA,DCA,6,ontime,9:00,9:04,4
MQ,LGA,DCA,6,ontime,13:00,12:54,-6
UA,LGA,IAD,6,ontime,8:50,8:47,-3
US,LGA,DCA,6,ontime,7:00,7:06,6
US,LGA,DCA,6,ontime,9:00,8:57,-3
US,LGA,DCA,6,ontime,11:00,10:58,-2
US,LGA,DCA,6,ontime,13:00,12:56,-4
US,LGA,DCA,6,ontime,15:00,14:57,-3
US,LGA,DCA,6,ontime,17:00,16:55,-5
US,LGA,DCA,6,ontime,19:00,18:56,-4
RU,EWR,BWI,6,ontime,10:30,10:25,-5
RU,EWR,BWI,6,ontime,14:55,14:49,-6
RU,EWR,BWI,6,ontime,17:20,17:15,-5
RU,EWR,BWI,6,ontime,7:00,7:04,4
CO,EWR,DCA,6,ontime,13:00,12:55,-5
DH,EWR,IAD,6,ontime,8:40,8:40,0
DH,EWR,IAD,6,ontime,17:10,16:59,-11
DH,EWR,IAD,6,ontime,12:45,12:47,2
DH,EWR,IAD,6,ontime,21:20,21:11,-9
RU,EWR,IAD,6,ontime,15:00,14:58,-2
RU,EWR,DCA,6,ontime,9:30,9:25,-5
RU,EWR,IAD,6,ontime,7:00,6:50,-10
RU,EWR,DCA,6,ontime,6:45,6:44,-1
RU,EWR,IAD,6,ontime,17:00,16:53,-7
RU,EWR,DCA,6,ontime,16:00,15:58,-2
RU,EWR,DCA,6,ontime,13:59,14:03,4
RU,EWR,DCA,6,ontime,17:30,17:36,6
